timestamp;percentile_duration_100;percentile_duration_100/20
2017-07-15T09:44:49Z;203.3373;10,166865
2017-07-15T09:44:50Z;645.1987;32,259935
2017-07-15T09:44:51Z;206.6016;10,33008
2017-07-15T09:44:52Z;410.8804;20,54402
2017-07-15T09:44:53Z;199.3463;9,967315
2017-07-15T09:44:54Z;228.2376;11,41188
2017-07-15T09:44:55Z;537.5049;26,875245
2017-07-15T09:44:56Z;1730.0499;86,502495
2017-07-15T09:44:57Z;2231.1494;111,55747
2017-07-15T09:44:58Z;1005.0877;50,254385
2017-07-15T09:44:59Z;2820.5904;141,02952
2017-07-15T09:45:00Z;3399.027;169,95135
2017-07-15T09:45:01Z;1302.1736;65,10868
2017-07-15T09:45:02Z;1518.5252;75,92626
2017-07-15T09:45:03Z;189.5644;9,47822
2017-07-15T09:45:04Z;3756.7805;187,839025
2017-07-15T09:45:05Z;189.382;9,4691
2017-07-15T09:45:06Z;208.6299;10,431495
2017-07-15T09:45:07Z;202.0429;10,102145
2017-07-15T09:45:08Z;4010.8009;200,540045
2017-07-15T09:45:09Z;3130.6721;156,533605
2017-07-15T09:45:10Z;355.7892;17,78946
2017-07-15T09:45:11Z;179.9775;8,998875
2017-07-15T09:45:12Z;609.0359;30,451795
2017-07-15T09:45:13Z;3054.0843;152,704215
2017-07-15T09:45:14Z;197.5072;9,87536
2017-07-15T09:45:15Z;192.7234;9,63617
2017-07-15T09:45:16Z;3558.6096;177,93048
2017-07-15T09:45:17Z;4985.0036;249,25018
2017-07-15T09:45:18Z;3437.1778;171,85889
2017-07-15T09:45:19Z;256.5747;12,828735
2017-07-15T09:45:20Z;5363.4255;268,171275
2017-07-15T09:45:21Z;439.047;21,95235
2017-07-15T09:45:22Z;198.339;9,91695
2017-07-15T09:45:23Z;191.9854;9,59927
2017-07-15T09:45:24Z;181.8184;9,09092
2017-07-15T09:45:25Z;7121.5481;356,077405
2017-07-15T09:45:26Z;6065.976;303,2988
2017-07-15T09:45:27Z;216.0695;10,803475
2017-07-15T09:45:28Z;7786.5706;389,32853
2017-07-15T09:45:29Z;9409.6795;470,483975
2017-07-15T09:45:30Z;8425.6035;421,280175
2017-07-15T09:45:31Z;188.7987;9,439935
2017-07-15T09:45:32Z;6316.8691;315,843455
2017-07-15T09:45:33Z;8441.929;422,09645
2017-07-15T09:45:34Z;8111.44;405,572
2017-07-15T09:45:35Z;8676.0454;433,80227
2017-07-15T09:45:36Z;187.3095;9,365475
2017-07-15T09:45:37Z;190.8146;9,54073
2017-07-15T09:45:38Z;8099.0793;404,953965
2017-07-15T09:45:39Z;205.4663;10,273315
2017-07-15T09:45:40Z;10011.2948;500,56474
2017-07-15T09:45:41Z;192.3725;9,618625
2017-07-15T09:45:42Z;200.5358;10,02679
2017-07-15T09:45:43Z;8812.3199;440,615995
2017-07-15T09:45:44Z;10572.4463;528,622315
2017-07-15T09:45:45Z;9917.9607;495,898035
2017-07-15T09:45:46Z;11390.4582;569,52291
2017-07-15T09:45:47Z;252.2037;12,610185
2017-07-15T09:45:48Z;8971.6753;448,583765
2017-07-15T09:45:49Z;185.2197;9,260985
2017-07-15T09:45:50Z;9377.1486;468,85743
2017-07-15T09:45:51Z;433.7947;21,689735
2017-07-15T09:45:52Z;9888.3819;494,419095
2017-07-15T09:45:53Z;193.0115;9,650575
2017-07-15T09:45:54Z;200.8156;10,04078
2017-07-15T09:45:55Z;8013.7979;400,689895
2017-07-15T09:45:56Z;195.1504;9,75752
2017-07-15T09:45:57Z;196.5005;9,825025
2017-07-15T09:45:58Z;7719.1355;385,956775
2017-07-15T09:45:59Z;204.2006;10,21003
2017-07-15T09:46:00Z;6153.6668;307,68334
2017-07-15T09:46:01Z;6612.4;330,62
2017-07-15T09:46:02Z;360.316;18,0158
2017-07-15T09:46:03Z;7972.6155;398,630775
2017-07-15T09:46:04Z;377.637;18,88185
2017-07-15T09:46:05Z;182.7609;9,138045
2017-07-15T09:46:06Z;3160.9865;158,049325
2017-07-15T09:46:07Z;3383.4765;169,173825
2017-07-15T09:46:08Z;427.1568;21,35784
2017-07-15T09:46:09Z;223.3989;11,169945
2017-07-15T09:46:10Z;1064.6886;53,23443
2017-07-15T09:46:11Z;804.5815;40,229075
2017-07-15T09:46:12Z;672.3025;33,615125
2017-07-15T09:46:13Z;223.7009;11,185045
2017-07-15T09:46:14Z;647.6409;32,382045
2017-07-15T09:46:15Z;236.0613;11,803065
2017-07-15T09:46:16Z;431.7969;21,589845
2017-07-15T09:46:17Z;190.7346;9,53673
2017-07-15T09:46:18Z;391.1965;19,559825
2017-07-15T09:46:19Z;475.4964;23,77482
2017-07-15T09:46:20Z;209.5129;10,475645
2017-07-15T09:46:21Z;245.3135;12,265675
2017-07-15T09:46:22Z;625.7251;31,286255
2017-07-15T09:46:23Z;246.7777;12,338885
2017-07-15T09:46:24Z;200.4966;10,02483
2017-07-15T09:46:25Z;376.1453;18,807265
2017-07-15T09:46:26Z;386.5391;19,326955
2017-07-15T09:46:27Z;209.7466;10,48733
2017-07-15T09:46:28Z;262.6699;13,133495
2017-07-15T09:46:29Z;200.8808;10,04404
2017-07-15T09:46:30Z;192.031;9,60155
2017-07-15T09:46:31Z;209.1981;10,459905
2017-07-15T09:46:32Z;196.4512;9,82256
2017-07-15T09:46:33Z;208.0264;10,40132
2017-07-15T09:46:34Z;190.4732;9,52366
2017-07-15T09:46:35Z;335.4105;16,770525
2017-07-15T09:46:36Z;196.1631;9,808155
2017-07-15T09:46:37Z;377.6976;18,88488
2017-07-15T09:46:38Z;429.5651;21,478255
2017-07-15T09:46:39Z;192.3977;9,619885
2017-07-15T09:46:40Z;202.2187;10,110935
2017-07-15T09:46:41Z;218.7335;10,936675
2017-07-15T09:46:42Z;216.6051;10,830255
2017-07-15T09:46:43Z;182.2094;9,11047
2017-07-15T09:46:44Z;189.6188;9,48094
2017-07-15T09:46:45Z;198.8191;9,940955
2017-07-15T09:46:46Z;256.4769;12,823845
2017-07-15T09:46:47Z;195.7172;9,78586
2017-07-15T09:46:48Z;200.0921;10,004605
2017-07-15T09:46:49Z;253.5296;12,67648
2017-07-15T09:46:50Z;199.5119;9,975595
2017-07-15T09:46:51Z;186.0023;9,300115
2017-07-15T09:46:52Z;187.2467;9,362335
2017-07-15T09:46:53Z;199.6294;9,98147
2017-07-15T09:46:54Z;207.3821;10,369105
2017-07-15T09:46:55Z;983.4133;49,170665
2017-07-15T09:46:56Z;362.8039;18,140195
2017-07-15T09:46:57Z;238.5134;11,92567
2017-07-15T09:46:58Z;200.5548;10,02774
2017-07-15T09:46:59Z;413.9997;20,699985
2017-07-15T09:47:00Z;213.321;10,66605
2017-07-15T09:47:01Z;192.2522;9,61261
2017-07-15T09:47:02Z;196.8436;9,84218
2017-07-15T09:47:03Z;202.3301;10,116505
2017-07-15T09:47:04Z;193.6218;9,68109
2017-07-15T09:47:05Z;191.089;9,55445
2017-07-15T09:47:06Z;189.6647;9,483235
2017-07-15T09:47:07Z;198.8612;9,94306
2017-07-15T09:47:08Z;425.1206;21,25603
2017-07-15T09:47:09Z;195.4738;9,77369
2017-07-15T09:47:10Z;200.1934;10,00967
2017-07-15T09:47:11Z;201.6188;10,08094
2017-07-15T09:47:12Z;225.4918;11,27459
2017-07-15T09:47:13Z;391.4793;19,573965
2017-07-15T09:47:14Z;199.3357;9,966785
2017-07-15T09:47:15Z;190.8315;9,541575
2017-07-15T09:47:16Z;213.2078;10,66039
2017-07-15T09:47:17Z;215.0044;10,75022
2017-07-15T09:47:18Z;216.3774;10,81887
2017-07-15T09:47:19Z;234.4491;11,722455
2017-07-15T09:47:20Z;188.5471;9,427355
2017-07-15T09:47:21Z;185.0113;9,250565
2017-07-15T09:47:22Z;274.7941;13,739705
2017-07-15T09:47:23Z;214.0339;10,701695
2017-07-15T09:47:24Z;248.1739;12,408695
2017-07-15T09:47:25Z;220.2258;11,01129
2017-07-15T09:47:26Z;214.2211;10,711055
2017-07-15T09:47:27Z;204.3704;10,21852
2017-07-15T09:47:28Z;392.1406;19,60703
2017-07-15T09:47:29Z;344.6768;17,23384
2017-07-15T09:47:30Z;206.58;10,329
2017-07-15T09:47:31Z;196.4749;9,823745
2017-07-15T09:47:32Z;188.0732;9,40366
2017-07-15T09:47:33Z;202.6287;10,131435
2017-07-15T09:47:34Z;186.1335;9,306675
2017-07-15T09:47:35Z;202.6046;10,13023
2017-07-15T09:47:36Z;251.6291;12,581455
2017-07-15T09:47:37Z;213.7743;10,688715
2017-07-15T09:47:38Z;233.697;11,68485
2017-07-15T09:47:39Z;219.8684;10,99342
2017-07-15T09:47:40Z;223.0449;11,152245
2017-07-15T09:47:41Z;379.2932;18,96466
2017-07-15T09:47:42Z;186.5328;9,32664
2017-07-15T09:47:43Z;208.4391;10,421955
2017-07-15T09:47:44Z;412.1062;20,60531
2017-07-15T09:47:45Z;207.9577;10,397885
2017-07-15T09:47:46Z;196.5993;9,829965
2017-07-15T09:47:47Z;184.6826;9,23413
2017-07-15T09:47:48Z;190.9158;9,54579
2017-07-15T09:47:49Z;196.1753;9,808765
2017-07-15T09:47:50Z;210.7222;10,53611
2017-07-15T09:47:51Z;233.8962;11,69481
2017-07-15T09:47:52Z;203.0544;10,15272
2017-07-15T09:47:53Z;208.2722;10,41361
2017-07-15T09:47:54Z;217.0726;10,85363
2017-07-15T09:47:55Z;192.9963;9,649815
2017-07-15T09:47:56Z;215.579;10,77895
2017-07-15T09:47:57Z;194.8525;9,742625
2017-07-15T09:47:58Z;182.9581;9,147905
2017-07-15T09:47:59Z;364.5103;18,225515
2017-07-15T09:48:00Z;197.7877;9,889385
2017-07-15T09:48:01Z;267.1879;13,359395
2017-07-15T09:48:02Z;220.4429;11,022145
2017-07-15T09:48:03Z;315.2641;15,763205
2017-07-15T09:48:04Z;187.9294;9,39647
2017-07-15T09:48:05Z;214.6682;10,73341
2017-07-15T09:48:06Z;316.1434;15,80717
2017-07-15T09:48:07Z;411.591;20,57955
2017-07-15T09:48:08Z;215.4209;10,771045
2017-07-15T09:48:09Z;196.5488;9,82744
2017-07-15T09:48:10Z;1019.0297;50,951485
2017-07-15T09:48:11Z;240.6622;12,03311
2017-07-15T09:48:12Z;219.0728;10,95364
2017-07-15T09:48:13Z;228.1426;11,40713
2017-07-15T09:48:14Z;186.4974;9,32487
2017-07-15T09:48:15Z;199.4624;9,97312
2017-07-15T09:48:16Z;208.0853;10,404265
2017-07-15T09:48:17Z;209.176;10,4588
2017-07-15T09:48:18Z;385.5676;19,27838
2017-07-15T09:48:19Z;398.0216;19,90108
2017-07-15T09:48:20Z;215.9064;10,79532
2017-07-15T09:48:21Z;205.9434;10,29717
2017-07-15T09:48:22Z;208.2675;10,413375
2017-07-15T09:48:23Z;191.9828;9,59914
2017-07-15T09:48:24Z;419.5415;20,977075
2017-07-15T09:48:25Z;556.1463;27,807315
2017-07-15T09:48:26Z;208.0699;10,403495
2017-07-15T09:48:27Z;207.9737;10,398685
2017-07-15T09:48:28Z;211.5731;10,578655
2017-07-15T09:48:29Z;220.0593;11,002965
2017-07-15T09:48:30Z;200.6894;10,03447
2017-07-15T09:48:31Z;205.0063;10,250315
2017-07-15T09:48:32Z;192.8836;9,64418
2017-07-15T09:48:33Z;209.8303;10,491515
2017-07-15T09:48:34Z;219.8406;10,99203
2017-07-15T09:48:35Z;190.9955;9,549775
2017-07-15T09:48:36Z;215.6405;10,782025
2017-07-15T09:48:37Z;201.2122;10,06061
2017-07-15T09:48:38Z;198.462;9,9231
2017-07-15T09:48:39Z;404.3733;20,218665
2017-07-15T09:48:40Z;214.283;10,71415
2017-07-15T09:48:41Z;226.9786;11,34893
2017-07-15T09:48:42Z;330.4044;16,52022
2017-07-15T09:48:43Z;228.7743;11,438715
2017-07-15T09:48:44Z;185.3785;9,268925
2017-07-15T09:48:45Z;1040.0987;52,004935
2017-07-15T09:48:46Z;220.6101;11,030505
2017-07-15T09:48:47Z;223.6954;11,18477
2017-07-15T09:48:48Z;201.6528;10,08264
2017-07-15T09:48:49Z;399.4606;19,97303
2017-07-15T09:48:50Z;420.053;21,00265
2017-07-15T09:48:51Z;667.1808;33,35904
2017-07-15T09:48:52Z;414.2626;20,71313
2017-07-15T09:48:53Z;233.5941;11,679705
2017-07-15T09:48:54Z;268.5063;13,425315
2017-07-15T09:48:55Z;190.394;9,5197
2017-07-15T09:48:56Z;207.7592;10,38796
2017-07-15T09:48:57Z;200.4146;10,02073
2017-07-15T09:48:58Z;197.093;9,85465
2017-07-15T09:48:59Z;192.806;9,6403
2017-07-15T09:49:00Z;277.1692;13,85846
2017-07-15T09:49:01Z;207.3329;10,366645
2017-07-15T09:49:02Z;558.2669;27,913345
2017-07-15T09:49:03Z;216.6885;10,834425
2017-07-15T09:49:04Z;304.8519;15,242595
2017-07-15T09:49:05Z;208.4515;10,422575
2017-07-15T09:49:06Z;208.0125;10,400625
2017-07-15T09:49:07Z;207.3246;10,36623
2017-07-15T09:49:08Z;365.1711;18,258555
2017-07-15T09:49:09Z;386.2966;19,31483
2017-07-15T09:49:10Z;211.8339;10,591695
2017-07-15T09:49:11Z;232.4168;11,62084
2017-07-15T09:49:12Z;847.0505;42,352525
2017-07-15T09:49:13Z;243.7181;12,185905
2017-07-15T09:49:14Z;229.8936;11,49468
2017-07-15T09:49:15Z;761.2818;38,06409
2017-07-15T09:49:16Z;234.8332;11,74166
2017-07-15T09:49:17Z;395.9509;19,797545
2017-07-15T09:49:18Z;386.4204;19,32102
2017-07-15T09:49:19Z;274.6986;13,73493
2017-07-15T09:49:20Z;247.8138;12,39069
2017-07-15T09:49:21Z;241.1622;12,05811
2017-07-15T09:49:22Z;202.4497;10,122485
2017-07-15T09:49:23Z;400.8579;20,042895
2017-07-15T09:49:24Z;203.888;10,1944
2017-07-15T09:49:25Z;698.7272;34,93636
2017-07-15T09:49:26Z;881.332;44,0666
2017-07-15T09:49:27Z;605.149;30,25745
2017-07-15T09:49:28Z;212.9492;10,64746
2017-07-15T09:49:29Z;386.5044;19,32522
2017-07-15T09:49:30Z;357.3015;17,865075
2017-07-15T09:49:31Z;214.8533;10,742665
2017-07-15T09:49:32Z;4084.7733;204,238665
2017-07-15T09:49:33Z;3255.3048;162,76524
2017-07-15T09:49:34Z;210.7314;10,53657
2017-07-15T09:49:35Z;204.7514;10,23757
2017-07-15T09:49:36Z;199.8799;9,993995
2017-07-15T09:49:37Z;200.8541;10,042705
2017-07-15T09:49:38Z;228.0953;11,404765
2017-07-15T09:49:39Z;250.0005;12,500025
2017-07-15T09:49:40Z;457.2768;22,86384
2017-07-15T09:49:41Z;209.6939;10,484695
2017-07-15T09:49:42Z;357.5426;17,87713
2017-07-15T09:49:43Z;213.4889;10,674445
2017-07-15T09:49:44Z;416.8541;20,842705
2017-07-15T09:49:45Z;201.0894;10,05447
2017-07-15T09:49:46Z;206.2137;10,310685
2017-07-15T09:49:47Z;386.8635;19,343175
2017-07-15T09:49:48Z;297.7885;14,889425
2017-07-15T09:49:49Z;393.0837;19,654185
2017-07-15T09:49:50Z;213.1449;10,657245
2017-07-15T09:49:51Z;1007.6816;50,38408
2017-07-15T09:49:52Z;223.0533;11,152665
2017-07-15T09:49:53Z;366.7931;18,339655
2017-07-15T09:49:54Z;191.4579;9,572895
2017-07-15T09:49:55Z;211.7308;10,58654
2017-07-15T09:49:56Z;205.7091;10,285455
2017-07-15T09:49:57Z;387.1463;19,357315
2017-07-15T09:49:58Z;225.8818;11,29409
2017-07-15T09:49:59Z;839.3459;41,967295
2017-07-15T09:50:00Z;453.2804;22,66402
2017-07-15T09:50:01Z;749.5304;37,47652
2017-07-15T09:50:02Z;755.5437;37,777185
2017-07-15T09:50:03Z;218.4092;10,92046
2017-07-15T09:50:04Z;225.0048;11,25024
2017-07-15T09:50:05Z;189.8253;9,491265
2017-07-15T09:50:06Z;199.402;9,9701
2017-07-15T09:50:07Z;195.4615;9,773075
2017-07-15T09:50:08Z;191.6652;9,58326
2017-07-15T09:50:09Z;217.9126;10,89563
2017-07-15T09:50:10Z;211.6772;10,58386
2017-07-15T09:50:11Z;235.9935;11,799675
2017-07-15T09:50:12Z;1145.9438;57,29719
2017-07-15T09:50:13Z;201.256;10,0628
2017-07-15T09:50:14Z;231.0244;11,55122
2017-07-15T09:50:15Z;202.2293;10,111465
2017-07-15T09:50:16Z;208.6094;10,43047
2017-07-15T09:50:17Z;193.1559;9,657795
2017-07-15T09:50:18Z;426.7577;21,337885
2017-07-15T09:55:17Z;435.6996;21,78498
2017-07-15T09:55:18Z;423.1791;21,158955
2017-07-15T09:55:19Z;533.0095;26,650475
2017-07-15T09:55:20Z;1253.4356;62,67178
2017-07-15T09:55:21Z;474.5935;23,729675
2017-07-15T09:55:22Z;660.2695;33,013475
2017-07-15T09:55:23Z;638.7432;31,93716
2017-07-15T09:55:24Z;204.2226;10,21113
2017-07-15T09:55:25Z;1355.36;67,768
2017-07-15T09:55:26Z;737.7001;36,885005
2017-07-15T09:55:27Z;1263.4781;63,173905
2017-07-15T09:55:28Z;987.4129;49,370645
2017-07-15T09:55:29Z;799.5799;39,978995
2017-07-15T09:55:30Z;371.5815;18,579075
2017-07-15T09:55:31Z;235.2145;11,760725
2017-07-15T09:55:32Z;220.7395;11,036975
2017-07-15T09:55:33Z;214.8553;10,742765
2017-07-15T09:55:34Z;237.3536;11,86768
2017-07-15T09:55:35Z;233.7479;11,687395
2017-07-15T09:55:36Z;411.8388;20,59194
2017-07-15T09:55:37Z;210.1932;10,50966
2017-07-15T09:55:38Z;605.413;30,27065
2017-07-15T09:55:39Z;272.7283;13,636415
2017-07-15T09:55:40Z;209.514;10,4757
2017-07-15T09:55:41Z;278.5252;13,92626
2017-07-15T09:55:42Z;188.6456;9,43228
2017-07-15T09:55:43Z;218.7432;10,93716
2017-07-15T09:55:44Z;230.6511;11,532555
2017-07-15T09:55:45Z;206.0566;10,30283
2017-07-15T09:55:46Z;204.9857;10,249285
2017-07-15T09:55:47Z;568.6209;28,431045
2017-07-15T09:55:48Z;530.2901;26,514505
2017-07-15T09:55:49Z;444.8036;22,24018
2017-07-15T09:55:50Z;516.9263;25,846315
2017-07-15T09:55:51Z;491.9984;24,59992
2017-07-15T09:55:52Z;368.1765;18,408825
2017-07-15T09:55:53Z;380.6556;19,03278
2017-07-15T09:55:54Z;416.9145;20,845725
2017-07-15T09:55:55Z;385.0086;19,25043
2017-07-15T09:55:56Z;203.0733;10,153665
2017-07-15T09:55:57Z;378.0863;18,904315
2017-07-15T09:55:58Z;234.4826;11,72413
2017-07-15T09:55:59Z;420.893;21,04465
2017-07-15T09:56:00Z;373.4087;18,670435
2017-07-15T09:56:01Z;378.9609;18,948045
2017-07-15T09:56:02Z;417.9216;20,89608
2017-07-15T09:56:03Z;211.5865;10,579325
2017-07-15T09:56:04Z;415.9531;20,797655
2017-07-15T09:56:05Z;191.5617;9,578085
2017-07-15T09:56:06Z;447.8041;22,390205
2017-07-15T09:56:07Z;2303.2291;115,161455
2017-07-15T09:56:08Z;187.2241;9,361205
2017-07-15T09:56:09Z;204.3869;10,219345
2017-07-15T09:56:10Z;389.8173;19,490865
2017-07-15T09:56:11Z;765.2318;38,26159
2017-07-15T09:56:12Z;581.5527;29,077635
2017-07-15T09:56:13Z;239.3369;11,966845
2017-07-15T09:56:14Z;201.6154;10,08077
2017-07-15T09:56:15Z;1003.1051;50,155255
2017-07-15T09:56:16Z;376.4043;18,820215
2017-07-15T09:56:17Z;215.1395;10,756975
2017-07-15T09:56:18Z;217.4447;10,872235
2017-07-15T09:56:19Z;257.6269;12,881345
2017-07-15T09:56:20Z;385.6013;19,280065
2017-07-15T09:56:21Z;379.8963;18,994815
2017-07-15T09:56:22Z;632.308;31,6154
2017-07-15T09:56:23Z;423.2787;21,163935
2017-07-15T09:56:24Z;193.0822;9,65411
2017-07-15T09:56:25Z;191.1197;9,555985
2017-07-15T09:56:26Z;780.6727;39,033635
2017-07-15T09:56:27Z;1209.9298;60,49649
2017-07-15T09:56:28Z;980.963;49,04815
2017-07-15T09:56:29Z;213.9811;10,699055
2017-07-15T09:56:30Z;205.604;10,2802
2017-07-15T09:56:31Z;199.3088;9,96544
2017-07-15T09:56:32Z;199.2145;9,960725
2017-07-15T09:56:34Z;189.4531;9,472655
2017-07-15T09:56:35Z;214.3376;10,71688
2017-07-15T09:56:36Z;199.6645;9,983225
2017-07-15T09:56:37Z;223.0941;11,154705
2017-07-15T09:56:38Z;793.0397;39,651985
2017-07-15T09:56:39Z;385.5534;19,27767
2017-07-15T09:56:40Z;186.186;9,3093
2017-07-15T09:56:41Z;194.3058;9,71529
2017-07-15T09:56:42Z;228.6277;11,431385
2017-07-15T09:56:43Z;211.5055;10,575275
2017-07-15T09:56:44Z;206.0007;10,300035
2017-07-15T09:56:45Z;203.8082;10,19041
2017-07-15T09:56:46Z;209.1676;10,45838
2017-07-15T09:56:47Z;370.9992;18,54996
2017-07-15T09:56:48Z;220.4311;11,021555
2017-07-15T09:56:49Z;559.4974;27,97487
2017-07-15T09:56:50Z;184.8735;9,243675
2017-07-15T09:56:51Z;190.6636;9,53318
2017-07-15T09:56:52Z;213.4799;10,673995
2017-07-15T09:56:53Z;184.1018;9,20509
2017-07-15T09:56:54Z;197.0492;9,85246
2017-07-15T09:56:55Z;194.8748;9,74374
2017-07-15T09:56:56Z;199.7751;9,988755
2017-07-15T09:56:57Z;213.8748;10,69374
2017-07-15T09:56:58Z;205.4755;10,273775
2017-07-15T09:56:59Z;216.5392;10,82696
2017-07-15T09:57:00Z;371.1409;18,557045
2017-07-15T09:57:01Z;206.1704;10,30852
2017-07-15T09:57:02Z;222.0925;11,104625
2017-07-15T09:57:03Z;452.616;22,6308
2017-07-15T09:57:04Z;188.0189;9,400945
2017-07-15T09:57:05Z;208.633;10,43165
2017-07-15T09:57:06Z;190.5897;9,529485
2017-07-15T09:57:07Z;182.5274;9,12637
2017-07-15T09:57:08Z;363.0922;18,15461
2017-07-15T09:57:09Z;196.0196;9,80098
2017-07-15T09:57:10Z;380.0796;19,00398
2017-07-15T09:57:11Z;508.177;25,40885
2017-07-15T09:57:12Z;442.7846;22,13923
2017-07-15T09:57:13Z;583.8014;29,19007
2017-07-15T09:57:14Z;436.6471;21,832355
2017-07-15T09:57:15Z;203.407;10,17035
2017-07-15T09:57:16Z;194.1193;9,705965
2017-07-15T09:57:17Z;196.0784;9,80392
2017-07-15T09:57:18Z;396.3278;19,81639
2017-07-15T09:57:19Z;204.8867;10,244335
2017-07-15T09:57:20Z;580.0844;29,00422
2017-07-15T09:57:21Z;643.9769;32,198845
2017-07-15T09:57:22Z;1114.1092;55,70546
2017-07-15T09:57:23Z;1115.9386;55,79693
2017-07-15T09:57:24Z;3352.5413;167,627065
2017-07-15T09:57:25Z;195.3222;9,76611
2017-07-15T09:57:26Z;4583.6853;229,184265
2017-07-15T09:57:27Z;5008.2378;250,41189
2017-07-15T09:57:28Z;5246.1107;262,305535
2017-07-15T09:57:29Z;5786.9225;289,346125
2017-07-15T09:57:30Z;6417.0035;320,850175
2017-07-15T09:57:31Z;184.3347;9,216735
2017-07-15T09:57:32Z;6919.4392;345,97196
2017-07-15T09:57:33Z;7869.7517;393,487585
2017-07-15T09:57:34Z;186.0955;9,304775
2017-07-15T09:57:35Z;8900.7255;445,036275
2017-07-15T09:57:36Z;1051.0604;52,55302
2017-07-15T09:57:37Z;9460.1266;473,00633
2017-07-15T09:57:38Z;9505.9924;475,29962
2017-07-15T09:57:39Z;9925.8994;496,29497
2017-07-15T09:57:40Z;9871.9989;493,599945
2017-07-15T09:57:41Z;9527.5401;476,377005
2017-07-15T09:57:42Z;199.4133;9,970665
2017-07-15T09:57:43Z;8895.8491;444,792455
2017-07-15T09:57:44Z;8862.7862;443,13931
2017-07-15T09:57:45Z;8856.5673;442,828365
2017-07-15T09:57:46Z;198.8967;9,944835
2017-07-15T09:57:47Z;8102.1066;405,10533
2017-07-15T09:57:48Z;7437.8865;371,894325
2017-07-15T09:57:49Z;7370.3292;368,51646
2017-07-15T09:57:50Z;6337.2266;316,86133
2017-07-15T09:57:51Z;182.5193;9,125965
2017-07-15T09:57:52Z;5440.7919;272,039595
2017-07-15T09:57:53Z;5369.4796;268,47398
2017-07-15T09:57:54Z;5185.7258;259,28629
2017-07-15T09:57:55Z;4138.0412;206,90206
2017-07-15T09:57:56Z;4370.0143;218,500715
2017-07-15T09:57:57Z;184.4893;9,224465
2017-07-15T09:57:58Z;3099.1237;154,956185
2017-07-15T09:57:59Z;3730.4309;186,521545
2017-07-15T09:58:00Z;3316.2345;165,811725
2017-07-15T09:58:01Z;185.702;9,2851
2017-07-15T09:58:02Z;2689.5939;134,479695
